parent_asin,title,main_category,price,average_rating,rating_number
B08Y8WLKT2,"LG Electronics WH16NS40 16X Blu-ray/DVD/CD Multi compatible Internal SATA Rewriter Drive, BDXL, M-DISC Support, Black",Computers,69.99,4.6,4215
B0049XV5LM,"Wasabi Power Battery (2-Pack) and Charger for Canon NB-6L, NB-6LH, CB-2LY and Canon PowerShot D10, D20, D30, ELPH 500 HS, S90, S95, S120, SD770 IS, SD980 IS, SD1200 IS, SD1300 IS, SD3500 IS, SD4000 IS, SX170 IS, SX240 HS, SX260 HS, SX270 HS, SX280 HS, SX500 IS, SX510 HS, SX520 HS, SX530 HS, SX600 HS, SX610 HS, SX700 HS, SX710 HS",Camera & Photo,17.99,4.6,670
B0C323YNR4,JUANWE 16GB USB Thumb Drive 10 Pack Flash Drive USB Key Jump Drive Cute Flash Drive Waterproof 2.0 Portable Metal Memory Sticks for Computers Zip Drive Pendrive,Computers,26.34,4.5,1737
B0C1JGLV8T,TP-Link 5 Port Gigabit Ethernet Network Switch | Plug and Play | Desktop or Wall-Mount | Plastic Case Ethernet Splitter | Fanless | Traffic Optimization | Unmanaged (TL-SG1005D),All Electronics,16.99,4.7,28120
B017DYP3PW,AMD A8-7600 Quad-Core 3.1 GHz Socket FM2+ 65W Desktop Processor AMD Radeon R7 (AD7600YBJABOX),Computers,108.02,4.4,660
B08QGXM6M3,ASUS ROG Strix X470-F Gaming AMD Ryzen 2 AM4 DDR4 DP HDMI M.2 ATX Motherboard,Computers,,4.6,1616
B0023NVTCU,Hoya 55mm Pro-1 Digital Protector Screw-in Filter,Camera & Photo,,4.7,3184
B07CQSN1PC,"Peerless-AV Paramount Articulating Wall Mount for 22” to 43” Displays, Non-Security",Home Audio & Theater,40.5,4.5,766
B0C5F6X59S,"PHEANOO Sound Bar with 【Dolby】, 2.1 CH TV Soundbar with Subwoofer Works with 4K&HD TVs (D2, 200W)",Home Audio & Theater,127.5,4.4,12843
B07RVMYTM8,Valley Enterprises F Male Right Angle to F Female Coax Cable Adapters Pack of 5,Computers,8.99,4.3,337
B00305GHF4,Kingston 8 GB Class 4 SDHC Flash Memory Card SD4/8GB,All Electronics,,4.5,9282
B00W3BS7JU,Lexar Professional 633x 128GB SDXC UHS-I/U3 Card (Up to 95MB/s Read) w/Image Rescue 5 Software - LSD128CBNL633,Computers,59.99,4.7,1598
B00K85X2AW,"EVGA SuperNOVA 650 G1, 80+ GOLD 650W, Fully Modular, 10 Year Warranty, Includes FREE Power On Self Tester Power Supply 120-G1-0650-XR",Computers,188.59,4.7,877
B09H23TPRY,"Syncwire Headphone Splitter, Nylon-Braided 3.5mm Extension Cable Audio Stereo Y Splitter (Hi-Fi Sound), 3.5mm Male to 2 Ports 3.5mm Female Headset Splitter for Apple, Samsung & More - Silver",All Electronics,8.99,4.6,28619
B07KYX77GV,"JacobsParts V1 Adhesive Cable Management Clips, 0.5 Inch Adjustable Clamp, Black (25 Pack)",Tools & Home Improvement,7.99,4.2,277
B014VWSLIU,Sony 128GB Class 10 UHS-1 Micro SDXC up to 70MB/s Memory Card (SRG1UY2A/TQ),Computers,,4.5,1607
B0BNPCDBNF,SanDisk 32GB 3-Pack Cruzer Glide USB 2.0 Flash Drive (3x32GB) - SDCZ60-032G-G46T,Computers,14.79,4.7,27520
B013F4LJTI,"Plantronics - Voyager Focus UC with Charge Stand (Poly) - Bluetooth Dual-Ear (Stereo) Headset with Boom Mic - USB-A Compatible with PC and Mac - Active Noise Canceling - Works with Teams, Zoom & more",Cell Phones & Accessories,129.3,4.4,3881
B08DR1DTD3,"JSAUX iPhone Headphone Adapter, Lightning to 3.5mm Adapter [Apple MFi Certified] iPhone Aux Adapter Compatible with iPhone 14/14 Pro Max/13/13 Pro Max/12/12 Pro Max/11/11 Pro Max/SE/X/XR/XS/8-Red",Industrial & Scientific,14.99,4.6,7375
B00KK8ZLEC,Sennheiser GAME ONE Gaming Headset - White,Computers,,4.3,537
B00WUI6VDK,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens,Camera & Photo,1239.95,4.4,313
B018LVN8B2,"Monoprice 107230 3.5mm Stereo Jack to 3.5mm Stereo Jack Adaptor, Gold Plated",Home Audio & Theater,3.88,4.4,640
B07XVNJHKZ,"VELCRO Brand ONE-WRAP Bundling Strap – Reusable Fasteners for Keeping Cords and Cables Tidy - 8"" x 1/2"", 5 Ties, Black",Amazon Home,6.95,4.4,259
B005GB31PE,New Logitech Unifying USB Receiver for Mouse MX M905 M950 M505 M510 M525 M305 M310 M315 M325 M345 M705 M215,Computers,14.75,4.3,4246
B01FMOGIEK,Behringer Microphono PP400,Musical Instruments,29.0,4.4,5073
B07927MYHY,"ARVICKA Computer Speaker, LED Accents USB Speaker Small Mighty Solid Wired Multimedia Speaker for PC Monitor Desktop Laptop Gaming Smartphones Tablets Projectors TVs, Black",All Electronics,29.99,4.4,4746
B002S4027C,"TDK Media 61611 8.5GB DVD+R Double Layer 8X Spindle, 50 Pack",Home Audio & Theater,,4.4,608
B07TWDMX8D,"Amazon Basics Water Resistant Neoprene Camera Lens Accessories Protective Case - Set of 4, Black",Camera & Photo,,4.5,3736
B083JFTZMN,"Logitech C270 HD Webcam, 720p, Widescreen HD Video Calling,Light Correction, Noise-Reducing Mic, For Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/Macbook/Tablet - Black",Computers,26.4,4.4,18322
B00Y3QPG1A,TP-Link 2-Port Gigabit Powerline ethernet Adapter Kit,Computers,69.99,4.1,724
B07SQ8BP6V,"V7 MW600-1N 6-Button Wireless Optical Mouse with Adjustable DPI, Deluxe, Black",Computers,31.93,4.2,502
B0BS1615YC,"Logitech H390 Wired Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB, In-Line Controls, Works with Chromebook - Black",All Electronics,21.88,4.4,51445
B07QH5HD3R,"Micro USB Cable, [10Ft 2Pack]Extra Long Fast Charger Cord for Galaxy S7 Edge, High Speed Durable USB Charging Cable for Android Phone, Samsung J7/S6 Edge/S5/Note 5/LG Stylo 3/K30, for PS4/Camera,Black",All Electronics,6.99,4.5,5633
B00RY35TES,[DISCONTINUED] Samsung T1 Portable 500GB USB 3.0 External SSD (MU-PS500B/AM),Computers,136.0,4.4,732
B0BYMMJBSC,Micro Connectors M.2 NVMe SSD 10mm Standard Height Heat Sink (NGFFM2-HS803-BK) Black,Computers,11.83,4.6,2691
B07MDB9WZM,"JSAUX Printer Cable, 10ft USB 2.0 Type A Male to B Male Printer Scanner Cord High Speed Compatible with HP, Canon, Dell, Epson, Lexmark, Xerox, Samsung and More (Red)",All Electronics,10.99,4.7,16761
B01251KZUQ,BOHM Wireless On-Ear Noise Canceling Headphones Black Silver BOHM B66,All Electronics,,3.8,2734
B001JT346I,Uniden USB-1 Scanner Radio PC Interface Cable,Computers,41.81,4.5,547
B07C9FJ4W5,Canon EF 100-400mm f/4.5-5.6L IS II USM Lens with UV Protection Lens Filter - 77 mm,Camera & Photo,2407.92,4.8,488
B01L8GG6PW,"RCA to HDMI, GANA 1080P Mini RCA Composite CVBS AV to HDMI Video Audio Converter Adapter Supporting PAL/NTSC with USB Charge Cable for PC Laptop Xbox PS4 PS3 TV STB VHS VCR Camera DVD (Black)",All Electronics,11.59,4.4,18061
B01C7HZ47M,"Amazon Basics Laptop Backpack Fits Up to 17-Inch Laptops, Black",Computers,36.44,4.5,17301
B07NK2NW84,"ViewSonic VA2246M-LED 22 Inch Full HD 1080p LED Monitor with DVI and VGA Inputs,Black",Computers,159.44,4.5,1128
B007OZNVNM,"Kindle Paperwhite 3G, 6"" High Resolution Display with Built-in Light, Free 3G + Wi-Fi [Previous Generation - 5th]",Amazon Devices,,4.6,22912
B00G9UWP94,"loiog VicTsing HDMI to VGA Adapter, 1080P HDMI Male to VGA Female Video Converter Adapter Cable for PC Laptop, HDTV Projectors, Monitor, Chromebook and Other HDMI Input Devices",All Electronics,,4.2,891
B06VT865HB,Silverstone Tek 90 Degree SATA III Cable with Non-Scratch Locking Mechanism (CP08),All Electronics,7.99,4.5,880
B003FVX9FO,Mediabridge ULTRA Series Subwoofer Cable (25 Feet) - Dual Shielded with Gold Plated RCA to RCA Connectors - Black,Home Audio & Theater,16.84,4.8,3672
B006GWO5NE,Amazon 5ft USB to Micro-USB Cable (designed for use with Fire tablets and Kindle E-readers),Amazon Devices,,4.5,13582
B00C2MBTK4,Samsung HW-F355 2.1 Channel 120 Watt Wired Audio Soundbar (2014 Model),All Electronics,,4.3,676
B0C3M91B2C,"Netac 64GB USB Flash Drive 3.0 USB Memory Stick Thumb Drive Jump Drive 64GB, ABS Housing Body - U335S",Computers,9.99,4.5,10882
B00PBZX0OM,Anker Unibody USB 3.0 7-Port Aluminum Hub with Built-in 1.3ft USB 3.0 Cable and Included 5V / 3A Power Adapter (Powered via USB or Power Outlet),Computers,,4.5,891
B00KWHMR6G,NETGEAR Nighthawk X6 Smart Wi-Fi Router (R8000) - AC3200 Tri-band Wireless Speed (Up to 3200 Mbps) | Up to 3500 Sq Ft Coverage & 50 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,Computers,278.15,4.2,9206
B09HSW7GHN,"RAM Mounts RAM-B-237U Ball Adapter with 1/4""-20 Threaded Post with B Size 1"" Ball",Cell Phones & Accessories,,4.6,840
B0C6HDQXMK,STEREN Coaxial Cable Clips - Cable Holder - Wire Clips - Siding Clips for Hanging - Cord Holder for Desk - Cable Clamps - Cord Clip - Wire Organizer Clips - Tv Mount Screws - Black - 200 Pack,All Electronics,28.74,4.6,1602
B07CJ7MBWL,ViewHD SPDIF/TOSLINK Optical Digital Audio 4X2 True Matrix with Remote Control | VHD-SM4X2,All Electronics,24.95,4.3,827
B0002EQU6C,Arctic Silver 5 AS5-3.5G Thermal Paste,Computers,7.65,4.8,20594
B00RORBQSW,"Corsair Carbide Series 100R Silent Edition Quiet Mid Tower Case, Solid",Computers,,4.5,1917
B00IHVNMYK,"Logitech Ultrathin Keyboard Cover for iPad Air, Space Grey",Computers,,4.3,992
B004QHPYT0,"IOGEAR 12-In-One Pocket Flash Memory Card Reader/Writer, GFR209A (White)",All Electronics,,4.4,394
B08PBS5CBX,Logitech K830 Illuminated Living-Room Keyboard with Built-in Touchpad – Easy-access Media Keys and Shortcut Keys for Windows or Android,Computers,,4.4,4172
B00R11WPK4,"Anker 3.5mm Nylon Braided Auxiliary Audio Cable (4ft / 1.2m) Tangle-Free AUX Cable for Headphones, iPods, iPhones, iPads, Home/Car Stereos and More (Red)",All Electronics,,4.7,4099
B08SJH9Q9V,"Anker Powerline III USB-C to USB-C Cable (6 ft), 60W Fast Charging for MacBook, iPad Pro 2020, Samsung Galaxy S10, Pixel, and More, Black",All Electronics,15.99,4.7,15146
B08CVRMWSQ,iMBAPrice RCA M/Mx3 Audio/Video Cable Gold Plated - Audio Video RCA Cable (3-RCA - 12 Feet),Home Audio & Theater,6.39,4.6,9993
B004YD3OUC,Transcend 32GB MicroSDHC Class10 Memory Card with Adapter 30 MB/s (TS32GUSDHC10),Computers,8.77,4.5,18422
B0BSRMK724,"Cable Matters 30-Pack 250 lbs Tensile Strength 23.6-Inch Extra Long Heavy Duty Zip Ties (Indoor and Outdoor Plastic Zipties, Cable Ties, Industrial Zip Ties) in Black",Tools & Home Improvement,14.99,4.7,7940
B00OAXPTV8,"EVGA GeForce GTX 980 4GB SC GAMING ACX 2.0, 26% Cooler and 36% Quieter Cooling Graphics Card 04G-P4-2983-KR",Computers,174.0,4.5,774
B0BK5KHMSQ,Synology 1 bay NAS DiskStation DS118 (Diskless),Computers,,4.6,2023
B00WMFR5PY,Wacom Intuos Pen and Touch Medium Tablet (CTH680) (Old Version),Computers,,4.6,720
B071WK17VV,"ICY DOCK 2.5"" to 3.5"" SATA (22pin) HDD & SSD Converter / Mounting Kit for Internal 3.5"" Drive Bay | EZConvert Lite MB882SP-1S-1B",Computers,21.95,4.6,1409
B09J79R6SL,StarTech.com Mini DisplayPort to HDMI Adapter - Active mDP to HDMI Video Converter - 4K 30Hz - Mini DP or 1/2 Mac/PC to HDMI Monitor/TV/Display - mDP 1.2 to HDMI Adapter Dongle - White (MDP2HD4KSW),Home Audio & Theater,23.99,4.5,1217
B08G43DN5X,Maxell 638004 4.7Gb Dvd-R 10Mm Jewel case,Camera & Photo,14.68,4.4,131
B085H9ZQLJ,"TENMOS Wireless Bluetooth Mouse, LED Slim Dual Mode (Bluetooth 5.1 + USB) 2.4GHz Rechargeable Silent Bluetooth Wireless Mouse for Laptop/MacBook/iPad OS 13 and Above (Mint Green)",All Electronics,16.99,4.4,10645
B005M0ICG2,INSTEN Dual USB 3.0 Type A to Micro-B USB Y Shape High Speed Cable for External Hard Drive/Seagate/Toshiba/WD/Wii-U/Note 3/Galaxy S5/HDD Enclosure (21 Inches)(A Male to Micro B) Data Sync and Charging,Computers,,4.5,582
B0BTYP1CWP,OMOTON Screen Protector Compatible with Surface Pro 7 Plus/Surface Pro 7/Surface Pro 6/ Surface Pro 5/Surface Pro 4 - [Tempered Glass] [High Responsivity] [Scratch Resistant] [High Definition],Cell Phones & Accessories,16.99,4.4,9429
B07BPKKYHY,Samsung BAR Plus 32GB - 200MB/s USB 3.1 Flash Drive Titan Gray (MUF-32BE4/AM),Computers,,4.7,5189
B00KLPRQMO,Cosmos ® 1 Pair Black Color Velvet Replacement Earpad Ear Pad Cushion for AKG K 240 Studio Headphones,Home Audio & Theater,9.99,4.3,608
B0B3JVPY1K,"Cambridge Soundworks Official Carry Case for OontZ Ultra Bluetooth Speaker, Neoprene with Aluminum Carabiner",All Electronics,7.99,4.6,10933
B00B71NVGG,Kingston Digital 64GB Micro USB 2.0 DataTraveler (DTMCK/64GB),Computers,,4.6,8651
B01JZ8Z1TM,"StarTech.com Dual-Bay 2.5in to 3.5in SATA Hard Drive Adapter Enclosure with RAID - Supports SATA III & RAID 0, 1, Spanning, JBOD Aluminum (35SAT225S3R)",Computers,,4.4,722
B000VRREPG,"VideoSecu 2 Heavy Duty PA DJ Club Adjustable Height Satellite Speaker Stand Mount - Extends 26.5"" to 47"" (i.e. Bose, Harmon Kardon, JBL, KEF, Klipsch, Sony, Yamaha, Pioneer and Others) 1B7",All Electronics,52.99,4.3,5580
B07S8XC8PK,"ANDTOBO USB Splitter, USB 2.0 Y Splitter Charger Cable 1 Male to 2 Female Power Cord Extension Hub Adapter for Car/Laptop/LED Etc,Navy",All Electronics,8.99,4.4,7910
B07FFN77XR,ASUS MAXIMUS IX FORMULA LGA1151 DDR4 DP HDMI M.2 Z270 ATX Motherboard,Computers,,4.5,529
B07KLKJQ6Z,"Apple iPad Pro (11-inch, Wi-Fi + Cellular, 512GB) - Space Gray (1st Generation)",Apple Products,,4.8,5280
B00DR9V1T0,Logitech Wireless All-In-One Keyboard TK820 with Built-In Touchpad,Computers,248.97,4.1,419
B0B5153M52,"PERLESMITH Tilting TV Wall Mount Bracket Low Profile for Most 23-60 inch LED LCD OLED, Plasma Flat Screen TVs with VESA 400x400mm Weight up to 115lbs, Fits 16"" Wood Stud",All Electronics,21.99,4.6,45633
B0049LBJ56,Koolertron Rear View License Plate Backup CMOS Camera,Car Electronics,,4.2,2271
B081H1DXS3,"125"" Cable Raceway Kit - Yecaye One-Cord Channel Cord Cover on Wall - Cable Management System - Cord Hider Wire Covers for Cords - Cable Raceway Kit - 8X L15.7in W0.59in H0.4in, Small, CMC03-Black",All Electronics,19.99,4.5,1053
B09LRLD1Z3,"Amazon Basics 6-Outlet Surge Protector Power Cord Strip, 790 Joule, Black, 10-Pack",All Electronics,68.39,4.8,34241
B074HLGLFT,"Memorex 32020030154 DVD+R 16x Eco Spindle Base, 30 Pack",Home Audio & Theater,14.99,4.5,1515
B076X7Y1Q1,"3.5mm Mini to RCA Stereo Audio Cable, 6 Feet",All Electronics,2.5,4.3,618
B003NREDG4,Logitech USB Headset H530 with Premium Laser-Tuned Audio,Computers,166.9,3.9,668
B01HRPQKN6,"Sewell Pro Maestro Banana Plugs, 24K Gold Connectors, 12 Pair, 12 Pairs",Home Audio & Theater,,4.5,558
B01MR1X6ZU,"Phaiser BHS-530 Bluetooth Sport Headset with Mic, Wireless Earbuds for Running, Blackout",Cell Phones & Accessories,,4.1,1699
B0177MEIHE,"Anker Powerline+ Lightning Cable (3ft) Durable and Fast Charging Cable [Double Braided Nylon] for iPhone, iPad and More (Red)",Cell Phones & Accessories,,4.4,2269
B09ZXZC3ZG,"TEWELL Computer Speaker, HD 24W Audio Vintage Wireless Speakers Plug-in Speaker with Extended Bass and Treble, Knob for Volume Control, Toggle Switch and 3.5mm AUX Input",All Electronics,49.99,4.4,2463
B00OPVJ0JW,Bose SoundLink Bluetooth Speaker III,Home Audio & Theater,274.92,4.4,2778
B08WLQGKM2,"Anker Powerline Lightning to USB Cable, (6 ft MFi Certified), Charging/Sync Lightning Cord Compatible with iPhone 11 Pro/Xs Max/XR/X / 8/7 / 6S / 6, iPad and More (Upgraded)",Cell Phones & Accessories,,4.7,2770
B01M640SGI,Lexar High-Performance microSDHC 300x 16GB UHS-I/U1 Flash Memory Card - LSDMI16GBBNL300,Computers,29.99,4.4,1983
B07DX7TGJ2,StarTech.com 6in 4 Pin LP4 to SATA Power Cable Adapter - LP4 to SATA - 6in LP4 to SATA Cable - 4 pin to SATA Power,Computers,7.99,4.6,1580
B000001OM5,Maxell – Pro 190048 CD-340 Laser Lens Cleaner - Safe & Effective CD Player & Game Station Compact Disc Cleaner - Microfiber Brushes Eliminates Static & Dust - Easy to Use with No Chemicals,Home Audio & Theater,5.49,4.1,12721
B0C77LKF4F,"MEE audio Pebbles Wireless Earbuds: Low Profile in-Ear Bluetooth Headphones with Headset Microphone & Call Noise Reduction - Lightweight Sweat-Resistant Earphones for Workouts, Gaming, Calls (Onyx)",All Electronics,22.49,4.5,124
B01M2W9KS4,Gigabyte AMD FM2+ A68H SATA 6Gb/s USB 3.0 mATX ATX DDR3 2133 NA Motherboards GA-F2A68HM-H,Computers,,4.3,673
B06ZZJ6C3P,"FENIFOX Bluetooth Mouse, Slim Mini Portable Flat Travel Wireless Mouse Rechargeable Quiet Ultra-Thin Mice Compatible with Laptop,Tablet,Notebook,PC (Silver and White)",All Electronics,,4.1,2434
B078YR2MTF,"Drawing Tablet XPPen StarG640 Digital Graphics Tablet 6x4 Inch Art Tablet with 8192 Levels Battery-Free Stylus Pen Tablet for Mac, Windows and Chromebook (Drawing/E-Learning/Remote Working)",Computers,39.99,4.3,19124
B0C5LRK29P,"Tenda U12 AC1300 Dual-Band Wireless Wi-Fi USB 3.0 Adapter with Built-in High Gain Antenna for PC, Works with Windows and Mac OS, White",Computers,16.99,4.0,2743
B014ZQ07NE,"Anker 7-Port USB 3.0 Data Hub with 36W Power Adapter and BC 1.2 Charging Port for iPhone 7/6s Plus, iPad Air 2, Galaxy S Series, Note Series, Mac, PC, USB Flash Drives and More",Computers,44.99,4.6,5670
B07WT5Y7WP,"Cable Matters 3-Pack USB to USB C Charging Cable with 3A Fast Charging in Black 3.3 Feet for Samsung Galaxy S22, S22+, S22 Ultra, Note 20, LG G8, Google Pixel 6a, iPad Pro, Nintendo Switch and More",Cell Phones & Accessories,13.49,4.5,1780
B07SVQ7DCL,HighPoint RocketRAID 2722 8-Port External SAS 6Gb/s PCIe 2.0 x8 RAID HBA,All Electronics,,3.6,227
B000V5K3FG,Canon EF-S 18-55mm f/3.5-5.6 IS II SLR Lens,Camera & Photo,199.0,4.7,934
B00NW2JBYO,"LG Tone Infinim HBS-900 Wireless Stereo Headset, Silver - Retail Packaging",Cell Phones & Accessories,,3.9,3877
B0BNN9DL8B,"oldboytech 2 Pack AUX Cable, Auxiliary Cable [16ft/5M, Hi-Fi Sound] 3.5mm Nylon Braided AUX Cord for Car Compatible with Stereos, Speaker, iPod iPad, Headphones and More(Grey)",All Electronics,14.99,4.6,23460
B0755KJ56W,LG 32MA70HY-P 32-Inch Full HD IPS Monitor with Display Port and HDMI Inputs,Computers,,4.5,1276
B004H912FC,"TECSUN PL-380 DSP FM Stereo. MW. SW. LW. World Band PLL Radio Receiver, LCD Display, ETM Function Added",Home Audio & Theater,49.98,4.3,1272
B0BMZS8QRZ,"SanDisk 256GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-256G-GN6IN",Computers,27.99,4.7,81875
B06XGGQZ53,"Sewell IBIS 4K HDMI Switch Box, 2x1, White, 4K 60 Hz, HDCP Pass-Through (HDCP 2.2 Support), 2x1 or 1x2 HDMI Bi-Directional Switch",All Electronics,,3.5,966
B08HSGZT6H,"Logitech K845 Mechanical Illuminated Keyboard, Strong Adjustable Tilt Legs, Full Size, Aluminum Top Case, 104 Keys, USB Corded, Windows (TTC Red Switches)",Computers,47.99,4.5,2981
B07FFJC7HY,Microsoft Surface Mobile Mouse (Silver) - KGY-00001,Computers,31.49,4.7,6310
B0BZ2NMZDY,Elevation Lab The Anchor - The Original Under-Desk Headphone Stand Mount Holder,All Electronics,11.95,4.6,8714
B0C4KGHNPB,Labelife 10-Pack Replacement for Brother P Touch Label Tape TZe-231 TZe TZ Label Maker Tape 12mm 0.47 Laminated White TZe231 for Brother PT-D210 PT-H110 PT-D220 PT-D600 PT-D610BT PT-D460BT Label Maker,Office Products,32.99,4.7,6911
B07FF68C7J,"Yottamaster Aluminum 5 Bay USB3.1 Type C External Hard Drive Enclosure for 3.5 2.5 Inch SATA HDD SSD Support 5 x 16TB, Mac Style Direct Attached Storage (DAS)- NO RAID [PS500C3]",All Electronics,149.99,3.9,1040
B01EL4PVFE,Rankie 2-Pack USB C 3.0 Adapter Hi-Speed USB Type C to USB Type A,Computers,7.99,4.5,19670
B003B20JDW,Kodak 50121 Double Layer DVD+R DL,Home Audio & Theater,,4.2,298
B078WQK4Y5,"JBL GTO Series Premium 6 x 8 Inches Co-Axial Speakers Pair with Patented Plus One Woofer Cone, Silk Dome Tweeters - Set of 2 Bundled with Earbuds",Car Electronics,73.95,4.3,166
B01J94SWWU,"Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Black - with Special Offers (Previous Generation – 7th)",Amazon Devices,,4.3,25293
B00KWTXVOQ,"PNY Elite Performance 128GB High Speed SDXC Class 10 UHS-I, U1 Up to 90MB/sec Flash Card - P-SDX128U1H-GE",Computers,,4.6,4318
B0002YP96Y,Mighty Mule Wireless Digital Keypad (FM137),Tools & Home Improvement,56.81,4.6,3612
B07YXRJCQR,"DeepCool MATREXX 55 V3 Case, E-ATX Supported, Motherboard or Button Control of Sync of 12V RGB Devices with 4mm Full Sized Tempered Glass",Computers,,4.5,2904
B07YQKYLXZ,"Microsoft Bluetooth Mouse - Arctic Camo. Compact, Comfortable Design, Right/Left Hand Use, 3-Buttons, Wireless Bluetooth Mouse for PC/Laptop/Desktop, Works with for Mac/Windows Computers",Computers,22.99,4.6,11357
B08X2HG9Y8,"TRENDnet 5-Port Unmanaged Gigabit GREENnet Desktop Plastic Housing Switch, TEG-S5G, Plug & Play, 5 X Gigabit Ethernet Ports, 10Gbps Switching Capacity, Network Ethernet Switch, Fanless",Computers,,4.6,559
B00006HSYC,"C2G/Cables to Go 01937 RJ45 8-Pin Modular Straight Through Inline Coupler, Ivory",Computers,5.29,4.4,219
B07ZNBZCW5,"Anker Soundcore Liberty Air 2 Wireless Earbuds, Diamond-Inspired Drivers, Bluetooth Earphones, 4 Mics, Noise Reduction, 28H Playtime, HearID, Bluetooth 5, Wireless Charging, for Calls, Home Office",All Electronics,,4.2,15329
B072FBN83F,AMD Ryzen 5 1600 Processor with Wraith Spire Cooler (YD1600BBAEBOX),Computers,79.5,4.7,4353
B003XRESCS,SanDisk Cruzer 16 GB Cruzer USB 2.0 Flash Drive SDCZ36-016G-A11,All Electronics,19.95,4.5,1118
B0064I7EQK,Sigma 30mm f/1.4 EX DC HSM Lens for Canon Digital SLR Cameras,Camera & Photo,199.99,4.5,656
B008H08JZ8,Transcend 16GB CompactFlash Memory Card 400x (TS16GCF400),All Electronics,39.99,4.5,2896
B0055I2K32,Altura Photo 52MM UV Ultraviolet Lens Protection Filter for NIKON DSLR D7100 D5300 D5200 D5100 D5000 D3300 D3200 D3100 D3000 D90 D80,Camera & Photo,,4.4,588
B01D2PZ6C6,"Tripp Lite DVI Dual Link Cable, Digital TMDS Monitor Cable (DVI-D M/M) 10-ft.(P560-010) , Black",All Electronics,13.77,4.6,429
B08N8GCHGJ,IOGEAR 2-Port USB DVI-D Cable KVM Switch - 1920 x 1200 60Hz - 2.1 Audio w/Mic - USB 2.0 Peripheral Sharing Via Mouse Port - Hotkey or Remote Switching - Plug n Play - Win/ Linux / Mac / Sun - GCS932UB,All Electronics,,4.2,6291
B01MXSLM3Z,Kingston Digital 60GB SSDNow V300 SATA 3 2.5 (7mm height) Notebook Bundle Kit with Adapter Solid State Drive SV300S3N7A/60G,Computers,,4.6,13546
